order_id,line_number,part_id,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commit_date
1059,2,125,5,440.1,0.0,0.08,N,F,2025-03-04,2025-03-11
1060,1,103,17,948.09,0.0,0.08,N,F,2025-06-13,2025-06-11
1060,2,127,5,265.65,0.05,0.08,N,F,2025-06-07,2025-06-11
1061,1,127,18,1091.52,0.05,0.08,N,O,2025-04-23,2025-04-22
1061,2,122,16,917.6,0.0,0.08,N,O,2025-04-22,2025-04-22
1061,3,102,8,870.64,0.05,0.08,N,O,2025-04-16,2025-04-22
1062,1,122,4,196.12,0.05,0.08,R,F,2025-02-08,2025-02-03
1062,2,110,2,43.76,0.05,0.08,N,F,2025-01-31,2025-02-03
1062,3,116,14,1475.46,0.02,0.08,N,F,2025-01-27,2025-02-03
1063,1,104,8,948.0,0.05,0.08,N,O,2025-06-16,2025-06-18
1063,2,108,1,167.91,0.1,0.08,N,O,2025-06-23,2025-06-18
1063,3,109,18,1109.16,0.1,0.08,N,O,2025-06-14,2025-06-18
1064,1,122,9,443.61,0.05,0.08,N,O,2025-06-04,2025-06-10
1064,2,112,16,2236.96,0.1,0.08,N,O,2025-06-10,2025-06-10
1065,1,100,13,2009.54,0.0,0.08,N,O,2025-04-17,2025-04-12
1065,2,119,16,671.68,0.05,0.08,N,O,2025-04-15,2025-04-12
1066,1,106,20,1159.6,0.02,0.08,N,F,2025-03-11,2025-03-10
1066,2,120,2,337.86,0.1,0.08,N,F,2025-03-01,2025-03-10
1066,3,123,5,387.5,0.05,0.08,N,F,2025-03-06,2025-03-10
1067,1,116,17,2026.57,0.02,0.08,N,O,2025-02-26,2025-03-03
1067,2,129,16,2248.96,0.05,0.08,N,O,2025-03-05,2025-03-03
1068,1,104,8,1096.64,0.1,0.08,N,O,2025-04-11,2025-04-07
1069,1,117,4,653.44,0.05,0.08,N,F,2025-02-03,2025-02-03
1069,2,120,12,1857.12,0.02,0.08,R,F,2025-02-01,2025-02-03
1070,1,120,3,575.94,0.1,0.08,N,O,2025-06-08,2025-06-03
1071,1,103,5,198.3,0.0,0.08,N,O,2025-07-04,2025-07-09
1071,2,115,4,583.2,0.02,0.08,N,O,2025-07-06,2025-07-09
1072,1,123,5,529.3,0.0,0.08,N,O,2025-04-19,2025-04-15
1072,2,115,20,3331.8,0.05,0.08,N,O,2025-04-06,2025-04-15
1072,3,122,12,535.68,0.1,0.08,N,O,2025-04-09,2025-04-15
1073,1,117,12,1655.76,0.05,0.08,N,O,2025-04-07,2025-04-13
1073,2,103,15,607.8,0.02,0.08,N,O,2025-04-14,2025-04-13
1074,1,107,5,744.25,0.02,0.08,N,F,2025-06-15,2025-06-23
1074,2,117,7,1202.81,0.02,0.08,N,F,2025-06-19,2025-06-23
1075,1,104,18,1956.6,0.02,0.08,N,O,2025-06-04,2025-06-12
1076,1,118,11,292.05,0.05,0.08,N,O,2025-02-04,2025-02-13
1077,1,115,15,2869.8,0.0,0.08,N,O,2025-04-26,2025-04-28
1078,1,123,17,1445.68,0.0,0.08,N,O,2025-05-10,2025-05-19
1079,1,115,15,2163.15,0.0,0.08,N,O,2025-04-19,2025-04-23
1080,1,108,20,3058.8,0.05,0.08,N,F,2025-06-12,2025-06-15
1081,1,119,14,439.88,0.0,0.08,N,O,2025-05-30,2025-05-26
1081,2,120,18,3564.18,0.02,0.08,N,O,2025-05-23,2025-05-26
1081,3,114,8,1139.44,0.1,0.08,N,O,2025-05-23,2025-05-26
1082,1,110,9,203.58,0.02,0.08,N,O,2025-04-28,2025-04-27
1082,2,129,16,1585.28,0.0,0.08,N,O,2025-04-19,2025-04-27
1083,1,101,19,1318.03,0.05,0.08,N,F,2025-02-05,2025-02-04
1083,2,111,14,2355.5,0.0,0.08,N,F,2025-01-30,2025-02-04
1083,3,111,4,606.84,0.02,0.08,N,F,2025-01-28,2025-02-04
1084,1,111,4,648.96,0.02,0.08,N,O,2025-03-12,2025-03-09
1084,2,113,18,2606.94,0.0,0.08,N,O,2025-03-09,2025-03-09
1084,3,129,9,875.88,0.05,0.08,N,O,2025-03-11,2025-03-09
1085,1,105,5,616.6,0.1,0.08,N,O,2025-03-23,2025-03-31
1086,1,116,7,684.88,0.1,0.08,N,F,2025-02-12,2025-02-16
1086,2,109,11,864.93,0.0,0.08,N,F,2025-02-21,2025-02-16
1086,3,105,20,1985.6,0.0,0.08,N,F,2025-02-11,2025-02-16
1087,1,106,17,927.86,0.1,0.08,N,O,2025-05-07,2025-05-15
1087,2,109,19,1342.35,0.05,0.08,N,O,2025-05-06,2025-05-15
1088,1,100,7,1094.45,0.02,0.08,N,O,2025-03-11,2025-03-08
1089,1,103,1,48.08,0.1,0.08,N,O,2025-02-08,2025-02-15
1089,2,104,13,1583.79,0.02,0.08,N,O,2025-02-14,2025-02-15
1090,1,127,2,124.06,0.1,0.08,N,F,2025-06-08,2025-06-03
1090,2,110,19,439.47,0.1,0.08,N,F,2025-06-05,2025-06-03
1091,1,105,20,2367.6,0.05,0.08,N,F,2025-02-01,2025-02-09
1091,2,103,8,375.44,0.1,0.08,N,F,2025-02-08,2025-02-09
1092,1,124,6,733.2,0.0,0.08,N,F,2025-03-30,2025-03-31
1092,2,128,12,301.68,0.02,0.08,N,F,2025-03-25,2025-03-31
1093,1,104,3,315.84,0.1,0.08,N,F,2025-03-15,2025-03-17
1093,2,124,19,2722.13,0.05,0.08,N,F,2025-03-21,2025-03-17
1093,3,110,5,116.1,0.1,0.08,N,F,2025-03-15,2025-03-17
1094,1,102,10,1020.4,0.0,0.08,N,O,2025-06-02,2025-06-11
1094,2,111,10,1231.4,0.0,0.08,N,O,2025-06-11,2025-06-11
1094,3,119,17,603.84,0.0,0.08,N,O,2025-06-09,2025-06-11
1095,1,115,17,2539.63,0.0,0.08,N,O,2025-06-04,2025-06-06
1095,2,103,11,628.21,0.0,0.08,N,O,2025-06-05,2025-06-06
1095,3,120,6,899.28,0.1,0.08,N,O,2025-06-04,2025-06-06
1096,1,129,10,1138.4,0.05,0.08,N,O,2025-05-26,2025-05-25
1096,2,119,2,82.7,0.05,0.08,N,O,2025-05-17,2025-05-25
1097,1,123,20,2108.6,0.05,0.08,N,O,2025-01-27,2025-02-04
1097,2,118,5,189.75,0.05,0.08,N,O,2025-02-05,2025-02-04
1098,1,122,3,139.29,0.1,0.08,N,F,2025-07-09,2025-07-08
1098,2,126,5,904.2,0.0,0.08,N,F,2025-07-09,2025-07-08
1098,3,116,12,1003.2,0.05,0.08,N,F,2025-07-01,2025-07-08
1099,1,104,5,503.1,0.0,0.08,N,F,2025-04-07,2025-04-08
1100,1,119,13,418.73,0.02,0.08,N,O,2025-07-03,2025-06-29
1101,1,121,8,417.36,0.05,0.08,N,O,2025-05-06,2025-05-03
1101,2,123,15,1239.45,0.02,0.08,N,O,2025-04-28,2025-05-03
1102,1,118,15,482.85,0.05,0.08,N,O,2025-05-14,2025-05-11
1102,2,112,17,2833.39,0.02,0.08,N,O,2025-05-15,2025-05-11
1102,3,106,20,1103.8,0.05,0.08,N,O,2025-05-02,2025-05-11
1103,1,127,4,233.24,0.02,0.08,N,O,2025-04-11,2025-04-16
1103,2,114,17,2162.91,0.1,0.08,N,O,2025-04-08,2025-04-16
1103,3,129,8,1068.96,0.05,0.08,N,O,2025-04-21,2025-04-16
1104,1,116,12,1107.0,0.0,0.08,N,F,2025-01-13,2025-01-17
1104,2,110,4,107.6,0.05,0.08,N,F,2025-01-20,2025-01-17
1105,1,126,5,933.3,0.1,0.08,N,O,2025-01-18,2025-01-20
1105,2,119,1,43.03,0.0,0.08,N,O,2025-01-15,2025-01-20
1105,3,106,5,326.9,0.1,0.08,N,O,2025-01-12,2025-01-20
1106,1,101,8,456.96,0.1,0.08,N,O,2025-03-17,2025-03-25
1107,1,118,8,283.52,0.05,0.08,N,O,2025-05-15,2025-05-18
1107,2,100,20,3194.4,0.1,0.08,N,O,2025-05-11,2025-05-18
1107,3,121,3,133.65,0.05,0.08,N,O,2025-05-10,2025-05-18
1108,1,112,12,1790.28,0.0,0.08,N,F,2025-04-16,2025-04-20
1108,2,111,8,1284.32,0.0,0.08,N,F,2025-04-23,2025-04-20
1108,3,124,11,1379.62,0.05,0.08,N,F,2025-04-19,2025-04-20
1109,1,120,6,1226.52,0.0,0.08,N,O,2025-07-07,2025-07-05
1109,2,124,15,1799.55,0.02,0.08,N,O,2025-06-26,2025-07-05
1110,1,116,13,1588.86,0.1,0.08,N,O,2025-02-26,2025-03-03
1110,2,101,7,378.49,0.0,0.08,N,O,2025-03-07,2025-03-03
1111,1,128,13,379.47,0.1,0.08,N,O,2025-03-17,2025-03-21
1111,2,105,16,2066.72,0.05,0.08,N,O,2025-03-26,2025-03-21
1112,1,113,3,357.21,0.02,0.08,N,F,2025-05-22,2025-05-23
1112,2,103,3,134.76,0.05,0.08,N,F,2025-05-18,2025-05-23
1112,3,122,14,611.24,0.1,0.08,N,F,2025-05-19,2025-05-23
1113,1,125,2,147.34,0.1,0.08,N,O,2025-04-07,2025-04-11
1113,2,116,6,724.68,0.02,0.08,N,O,2025-04-15,2025-04-11
1113,3,119,15,457.35,0.0,0.08,N,O,2025-04-05,2025-04-11
1114,1,119,5,198.8,0.05,0.08,N,O,2025-04-09,2025-04-13
1115,1,116,12,1184.52,0.05,0.08,N,O,2025-04-28,2025-05-04
1116,1,115,17,2808.06,0.0,0.08,N,O,2025-02-04,2025-02-09
1117,1,109,16,1004.48,0.02,0.08,N,F,2025-07-14,2025-07-10
1117,2,105,15,2150.7,0.05,0.08,N,F,2025-07-11,2025-07-10
1117,3,102,18,1894.68,0.05,0.08,N,F,2025-07-14,2025-07-10
1118,1,107,4,636.48,0.02,0.08,N,O,2025-07-03,2025-07-09
1118,2,125,16,1152.16,0.05,0.08,N,O,2025-07-07,2025-07-09
1118,3,125,18,1359.72,0.0,0.08,N,O,2025-07-01,2025-07-09
1119,1,115,17,2835.09,0.1,0.08,N,O,2025-04-04,2025-03-31
1119,2,118,3,83.82,0.05,0.08,N,O,2025-04-01,2025-03-31
1119,3,102,15,1533.0,0.05,0.08,N,O,2025-03-24,2025-03-31
1120,1,126,4,683.4,0.05,0.08,N,O,2025-02-06,2025-02-13
1121,1,111,17,2886.26,0.0,0.08,N,O,2025-02-16,2025-02-21
1122,1,109,20,1438.8,0.02,0.08,N,F,2025-06-22,2025-06-22
1122,2,104,6,766.2,0.05,0.08,N,F,2025-06-26,2025-06-22
1122,3,101,1,49.39,0.05,0.08,N,F,2025-06-23,2025-06-22
1123,1,100,16,3117.92,0.05,0.08,N,O,2025-06-07,2025-06-06
1123,2,109,16,1024.16,0.1,0.08,N,O,2025-06-01,2025-06-06
1123,3,114,3,474.3,0.02,0.08,N,O,2025-06-04,2025-06-06
1124,1,119,5,172.45,0.05,0.08,N,F,2025-05-16,2025-05-14
1124,2,111,13,1640.86,0.05,0.08,N,F,2025-05-13,2025-05-14
1125,1,108,15,1968.9,0.0,0.08,N,O,2025-03-24,2025-04-02
1126,1,107,6,901.32,0.05,0.08,N,O,2025-03-20,2025-03-26
1126,2,124,6,876.42,0.1,0.08,N,O,2025-03-24,2025-03-26
1127,1,112,17,2757.23,0.02,0.08,N,F,2025-03-24,2025-03-30
1128,1,128,16,391.36,0.0,0.08,N,O,2025-01-27,2025-01-23
1128,2,103,14,578.34,0.05,0.08,N,O,2025-01-25,2025-01-23
1128,3,111,13,1815.06,0.1,0.08,N,O,2025-01-14,2025-01-23
1129,1,116,15,1699.2,0.05,0.08,N,F,2025-04-17,2025-04-13
1129,2,121,20,752.6,0.0,0.08,N,F,2025-04-10,2025-04-13
1130,1,119,17,608.09,0.0,0.08,R,F,2025-03-29,2025-04-07
