order_id,cust_id,order_status,total_price,order_date,order_priority
1045,17,P,2375.23,2025-04-17,2-HIGH
1046,18,O,3063.19,2025-06-10,2-HIGH
1047,18,P,1166.8,2025-04-27,1-URGENT
1048,19,P,1206.63,2025-05-20,2-HIGH
1049,20,O,1508.03,2025-03-20,3-MEDIUM
1050,20,O,81.3,2025-05-19,4-LOW
1051,21,F,6604.97,2025-01-07,1-URGENT
1052,21,O,1890.72,2025-01-24,4-LOW
1053,21,O,179.41,2025-05-21,1-URGENT
1054,22,O,929.32,2025-06-18,4-LOW
1055,23,O,4930.7,2025-01-14,2-HIGH
1056,23,F,4396.67,2025-01-30,4-LOW
1057,23,P,814.19,2025-04-17,3-MEDIUM
1058,23,P,2953.9,2025-02-08,4-LOW
1059,24,F,1871.89,2025-03-01,4-LOW
1060,24,F,1200.46,2025-06-01,3-MEDIUM
1061,24,O,2781.65,2025-04-12,1-URGENT
1062,24,F,1673.83,2025-01-24,4-LOW
1063,25,O,2049.96,2025-06-08,2-HIGH
1064,25,P,2434.69,2025-05-31,3-MEDIUM
1065,25,P,2647.64,2025-04-02,3-MEDIUM
1066,25,F,1808.6,2025-02-28,3-MEDIUM
1067,26,P,4122.55,2025-02-21,2-HIGH
1068,26,O,986.98,2025-03-28,1-URGENT
1069,27,F,2440.75,2025-01-24,4-LOW
1070,27,P,518.35,2025-05-24,3-MEDIUM
1071,27,P,769.84,2025-06-29,3-MEDIUM
1072,28,P,4176.62,2025-04-05,4-LOW
1073,28,P,2168.61,2025-04-03,1-URGENT
1074,28,F,1908.12,2025-06-13,1-URGENT
1075,28,O,1917.47,2025-06-02,1-URGENT
1076,29,O,277.45,2025-02-03,1-URGENT
1077,30,P,2869.8,2025-04-18,1-URGENT
1078,30,P,1445.68,2025-05-09,2-HIGH
1079,31,P,2163.15,2025-04-13,4-LOW
1080,31,F,2905.86,2025-06-05,2-HIGH
1081,31,O,4958.28,2025-05-16,3-MEDIUM
1082,31,O,1784.79,2025-04-17,1-URGENT
1083,32,F,4202.33,2025-01-25,3-MEDIUM
1084,32,O,4075.01,2025-02-27,1-URGENT
1085,32,O,554.94,2025-03-21,3-MEDIUM
1086,32,F,3466.92,2025-02-06,1-URGENT
1087,33,O,2110.3,2025-05-05,4-LOW
1088,33,P,1072.56,2025-02-26,4-LOW
1089,33,O,1595.38,2025-02-05,3-MEDIUM
1090,33,F,507.17,2025-05-24,3-MEDIUM
1091,34,F,2587.12,2025-01-30,4-LOW
1092,34,F,1028.85,2025-03-21,3-MEDIUM
1093,34,F,2974.77,2025-03-07,2-HIGH
1094,35,O,2855.64,2025-06-01,1-URGENT
1095,35,O,3977.19,2025-05-27,2-HIGH
1096,35,O,1160.04,2025-05-15,2-HIGH
1097,36,O,2183.43,2025-01-25,4-LOW
1098,36,F,1982.6,2025-06-28,4-LOW
1099,36,F,503.1,2025-03-29,4-LOW
1100,37,P,410.36,2025-06-19,3-MEDIUM
1101,38,O,1611.15,2025-04-23,1-URGENT
1102,38,O,4284.04,2025-05-01,2-HIGH
1103,39,P,3190.71,2025-04-06,1-URGENT
1104,39,F,1209.22,2025-01-07,4-LOW
1105,39,O,1177.21,2025-01-10,3-MEDIUM
1106,39,O,411.26,2025-03-15,2-HIGH
1107,40,P,3271.27,2025-05-08,1-URGENT
1108,41,F,4385.24,2025-04-10,4-LOW
1109,42,P,2990.08,2025-06-25,4-LOW
1110,42,O,1808.46,2025-02-21,1-URGENT
1111,43,O,2304.9,2025-03-11,1-URGENT
1112,43,F,1028.21,2025-05-13,3-MEDIUM
1113,43,O,1300.15,2025-04-01,4-LOW
1114,44,P,188.86,2025-04-03,4-LOW
1115,44,P,1125.29,2025-04-24,1-URGENT
1116,44,P,2808.06,2025-01-30,1-URGENT
1117,45,F,4827.5,2025-06-30,4-LOW
1118,45,O,3078.02,2025-06-29,2-HIGH
1119,45,P,4087.56,2025-03-21,4-LOW
1120,46,P,649.23,2025-02-03,4-LOW
1121,46,P,2886.26,2025-02-11,3-MEDIUM
1122,47,F,2184.83,2025-06-12,3-MEDIUM
1123,47,P,4348.57,2025-05-27,4-LOW
1124,48,F,1722.65,2025-05-04,4-LOW
1125,48,O,1968.9,2025-03-23,2-HIGH
1126,48,P,1645.03,2025-03-16,4-LOW
1127,48,F,2702.09,2025-03-20,4-LOW
1128,49,O,2574.33,2025-01-13,3-MEDIUM
1129,50,F,2366.84,2025-04-03,3-MEDIUM
1130,50,F,608.09,2025-03-28,3-MEDIUM
