customer_id,customer_name,customer_tier,customer_region,email_address,account_created_date
71,Customer 00071 Inc,Gold ,APAC,user_71@enterprise31.com,2024-04-29
72,Customer 00072 Inc,PLATINUM,LATAM,user_72@enterprise32.com,2024-09-01
73,Customer 00073 Inc,STANDARD,NORTH_AMERICA,user_73@enterprise33.com,2024-03-16
74,Customer 00074 Inc,silver,EMEA,user_74@enterprise34.com,2024-08-11
75,Customer 00075 Inc,GOLD,APAC,user_75@enterprise35.com,2024-02-15
76,Customer 00076 Inc,platinum,LATAM,,2024-04-23
77,Customer 00077 Inc,standard,NORTH_AMERICA,user_77@enterprise37.com,2024-12-21
78,Customer 00078 Inc,silver,EMEA,user_78@enterprise38.com,2024-12-16
79,Customer 00079 Inc, GOLD,APAC,user_79@enterprise39.com,2024-04-18
80,Customer 00080 Inc,Platinum,LATAM,user_80@enterprise0.com,2024-06-09
81,Customer 00081 Inc,Standard,NORTH_AMERICA,user_81@enterprise1.com,2024-01-15
82,Customer 00082 Inc, SILVER,EMEA,user_82@enterprise2.com,2024-02-19
83,Customer 00083 Inc,GOLD,APAC,user_83@enterprise3.com,2024-02-07
84,Customer 00084 Inc,Platinum,LATAM,user_84@enterprise4.com,2024-11-18
85,Customer 00085 Inc,Standard,NORTH_AMERICA,user_85@enterprise5.com,2024-04-14
86,Customer 00086 Inc,silver,EMEA,user_86@enterprise6.com,2024-12-07
87,Customer 00087 Inc,GOLD,APAC,user_87@enterprise7.com,2024-05-05
88,Customer 00088 Inc,Platinum,LATAM,user_88@enterprise8.com,2024-05-11
89,Customer 00089 Inc,standard,NORTH_AMERICA,user_89@enterprise9.com,2024-08-14
90, Customer 00090 Inc ,silver,EMEA,user_90@enterprise10.com,2024-02-11
91,Customer 00091 Inc, GOLD,APAC,user_91@enterprise11.com,2024-01-28
92,Customer 00092 Inc,Platinum,LATAM,,2024-09-13
93,Customer 00093 Inc,STANDARD,NORTH_AMERICA,user_93@enterprise13.com,2024-07-18
94,Customer 00094 Inc,silver,EMEA,user_94@enterprise14.com,2024-12-01
95, Customer 00095 Inc ,Gold ,APAC,user_95@enterprise15.com,2024-10-01
96,Customer 00096 Inc,PLATINUM,LATAM,user_96@enterprise16.com,2024-03-31
97,Customer 00097 Inc,standard,NORTH_AMERICA,user_97@enterprise17.com,2024-06-13
98,Customer 00098 Inc,SILVER,EMEA,user_98@enterprise18.com,2024-10-06
99,Customer 00099 Inc,gold,APAC,user_99@enterprise19.com,2024-03-11
100,Customer 00100 Inc,Platinum,LATAM,user_100@enterprise20.com,2024-10-14
101,Customer 00101 Inc,standard,NORTH_AMERICA,user_101@enterprise21.com,2024-12-10
102,Customer 00102 Inc,Silver,EMEA,user_102@enterprise22.com,2024-11-05
103,Customer 00103 Inc,gold,APAC,user_103@enterprise23.com,2024-05-02
104,Customer 00104 Inc,platinum,LATAM,user_104@enterprise24.com,2024-07-07
105,Customer 00105 Inc, STANDARD ,NORTH_AMERICA,user_105@enterprise25.com,2024-04-12
106,Customer 00106 Inc, SILVER,EMEA,user_106@enterprise26.com,2024-11-30
107,Customer 00107 Inc,GOLD,APAC,user_107@enterprise27.com,2024-09-16
108,Customer 00108 Inc,platinum,LATAM,user_108@enterprise28.com,2024-04-14
109,Customer 00109 Inc,Standard,NORTH_AMERICA,user_109@enterprise29.com,2024-05-22
110,Customer 00110 Inc,silver,EMEA,user_110@enterprise30.com,2024-03-05
111,Customer 00111 Inc,GOLD,APAC,user_111@enterprise31.com,2024-08-10
112, Customer 00112 Inc ,platinum,LATAM,user_112@enterprise32.com,2024-08-23
113,Customer 00113 Inc,Standard,NORTH_AMERICA,user_113@enterprise33.com,2024-05-19
114,Customer 00114 Inc,silver,EMEA,user_114@enterprise34.com,2024-05-18
115,Customer 00115 Inc,Gold ,APAC,user_115@enterprise35.com,2024-03-06
116,Customer 00116 Inc,Platinum,LATAM,user_116@enterprise36.com,2024-05-31
117,Customer 00117 Inc,Standard,NORTH_AMERICA,user_117@enterprise37.com,2024-11-06
118,Customer 00118 Inc, SILVER,EMEA,,2024-05-15
119,Customer 00119 Inc,Gold ,APAC,user_119@enterprise39.com,2024-09-15
120, Customer 00120 Inc ,platinum,LATAM,user_120@enterprise0.com,2024-11-08
121,Customer 00121 Inc,STANDARD,NORTH_AMERICA,user_121@enterprise1.com,2024-11-29
122,Customer 00122 Inc, SILVER,EMEA,user_122@enterprise2.com,2024-10-22
123,Customer 00123 Inc,gold,APAC,user_123@enterprise3.com,2024-11-03
124,Customer 00124 Inc,Platinum,LATAM,user_124@enterprise4.com,2024-01-08
125,Customer 00125 Inc,Standard,NORTH_AMERICA,user_125@enterprise5.com,2024-01-20
126,Customer 00126 Inc,silver,EMEA,user_126@enterprise6.com,2024-05-08
127,Customer 00127 Inc,Gold ,APAC,user_127@enterprise7.com,2024-05-29
128, Customer 00128 Inc ,PLATINUM,LATAM,user_128@enterprise8.com,2024-06-06
129,Customer 00129 Inc,Standard,NORTH_AMERICA,user_129@enterprise9.com,2024-02-24
130,Customer 00130 Inc,SILVER,EMEA,user_130@enterprise10.com,2024-09-19
131,Customer 00131 Inc,gold,APAC,user_131@enterprise11.com,2024-08-21
132,Customer 00132 Inc,platinum,LATAM,user_132@enterprise12.com,2024-12-14
133,Customer 00133 Inc,standard,NORTH_AMERICA,,2024-04-20
134,Customer 00134 Inc, SILVER,EMEA,user_134@enterprise14.com,2024-03-08
135,Customer 00135 Inc,gold,APAC,user_135@enterprise15.com,2024-11-21
136,Customer 00136 Inc,Platinum,LATAM,user_136@enterprise16.com,2024-02-26
137,Customer 00137 Inc,standard,NORTH_AMERICA,user_137@enterprise17.com,2024-09-28
138,Customer 00138 Inc, SILVER,EMEA,user_138@enterprise18.com,2024-06-13
139, Customer 00139 Inc ,GOLD,APAC,user_139@enterprise19.com,2024-12-26
140,Customer 00140 Inc,platinum,LATAM,user_140@enterprise20.com,2024-02-13
141,Customer 00141 Inc,STANDARD,NORTH_AMERICA,user_141@enterprise21.com,2024-06-12
142,Customer 00142 Inc,silver,EMEA,user_142@enterprise22.com,2024-08-21
143,Customer 00143 Inc, GOLD,APAC,user_143@enterprise23.com,2024-06-18
144, Customer 00144 Inc ,PLATINUM,LATAM,user_144@enterprise24.com,2024-01-22
145,Customer 00145 Inc,standard,NORTH_AMERICA,user_145@enterprise25.com,2024-01-23
146,Customer 00146 Inc,SILVER,EMEA,user_146@enterprise26.com,2024-01-03
147,Customer 00147 Inc,Gold ,APAC,user_147@enterprise27.com,2024-11-18
148, Customer 00148 Inc ,platinum,LATAM,user_148@enterprise28.com,2024-03-15
149,Customer 00149 Inc,standard,NORTH_AMERICA,user_149@enterprise29.com,2024-03-23
150,Customer 00150 Inc,Silver,EMEA,user_150@enterprise30.com,2024-02-15
151,Customer 00151 Inc,gold,APAC,user_151@enterprise31.com,2024-08-03
152,Customer 00152 Inc, PLATINUM ,LATAM,user_152@enterprise32.com,2024-07-18
153,Customer 00153 Inc, STANDARD ,NORTH_AMERICA,user_153@enterprise33.com,2024-01-04
154, Customer 00154 Inc ,silver,EMEA,user_154@enterprise34.com,2024-11-22
155, Customer 00155 Inc ,Gold ,APAC,user_155@enterprise35.com,2024-11-13
156,Customer 00156 Inc, PLATINUM ,LATAM,user_156@enterprise36.com,2024-09-24
157,Customer 00157 Inc,STANDARD,NORTH_AMERICA,user_157@enterprise37.com,2024-05-20
158,Customer 00158 Inc,silver,EMEA,user_158@enterprise38.com,2024-09-03
159,Customer 00159 Inc,Gold ,APAC,user_159@enterprise39.com,2024-06-13
160, Customer 00160 Inc ,PLATINUM,LATAM,user_160@enterprise0.com,2024-02-07
161,Customer 00161 Inc,STANDARD,NORTH_AMERICA,user_161@enterprise1.com,2024-01-30
162, Customer 00162 Inc ,Silver,EMEA,user_162@enterprise2.com,2024-05-23
163,Customer 00163 Inc,GOLD,APAC,user_163@enterprise3.com,2024-01-14
164,Customer 00164 Inc,PLATINUM,LATAM,,2024-08-12
165,Customer 00165 Inc,STANDARD,NORTH_AMERICA,user_165@enterprise5.com,2024-06-25
166,Customer 00166 Inc, SILVER,EMEA,user_166@enterprise6.com,2024-10-23
167, Customer 00167 Inc ,gold,APAC,user_167@enterprise7.com,2024-03-27
168,Customer 00168 Inc, PLATINUM ,LATAM,user_168@enterprise8.com,2024-03-21
169,Customer 00169 Inc,standard,NORTH_AMERICA,user_169@enterprise9.com,2024-11-16
170,Customer 00170 Inc,SILVER,EMEA,user_170@enterprise10.com,2024-06-05
171,Customer 00171 Inc,gold,APAC,user_171@enterprise11.com,2024-07-10
172,Customer 00172 Inc, PLATINUM ,LATAM,user_172@enterprise12.com,2024-01-07
173,Customer 00173 Inc,standard,NORTH_AMERICA,user_173@enterprise13.com,2024-06-16
174,Customer 00174 Inc, SILVER,EMEA,user_174@enterprise14.com,2024-06-16
175,Customer 00175 Inc,GOLD,APAC,user_175@enterprise15.com,2024-01-21
176,Customer 00176 Inc,Platinum,LATAM,user_176@enterprise16.com,2024-06-30
177,Customer 00177 Inc, STANDARD ,NORTH_AMERICA,user_177@enterprise17.com,2024-10-04
178,Customer 00178 Inc, SILVER,EMEA,user_178@enterprise18.com,2024-06-08
179,Customer 00179 Inc,gold,APAC,user_179@enterprise19.com,2024-03-15
180,Customer 00180 Inc,PLATINUM,LATAM,user_180@enterprise20.com,2024-07-02
181,Customer 00181 Inc,Standard,NORTH_AMERICA,user_181@enterprise21.com,2024-11-16
182,Customer 00182 Inc,Silver,EMEA,user_182@enterprise22.com,2024-10-14
183,Customer 00183 Inc, GOLD,APAC,user_183@enterprise23.com,2024-09-09
184,Customer 00184 Inc,PLATINUM,LATAM,user_184@enterprise24.com,2024-02-26
185,Customer 00185 Inc,Standard,NORTH_AMERICA,user_185@enterprise25.com,2024-12-26
186,Customer 00186 Inc,SILVER,EMEA,user_186@enterprise26.com,2024-10-02
187,Customer 00187 Inc,gold,APAC,user_187@enterprise27.com,2024-12-18
188,Customer 00188 Inc,platinum,LATAM,user_188@enterprise28.com,2024-12-09
189, Customer 00189 Inc ,Standard,NORTH_AMERICA,user_189@enterprise29.com,2024-12-02
190, Customer 00190 Inc ,SILVER,EMEA,user_190@enterprise30.com,2024-07-14
191,Customer 00191 Inc,Gold ,APAC,user_191@enterprise31.com,2024-04-14
192,Customer 00192 Inc,platinum,LATAM,user_192@enterprise32.com,2024-10-27
193,Customer 00193 Inc,STANDARD,NORTH_AMERICA,,2024-04-04
194,Customer 00194 Inc, SILVER,EMEA,user_194@enterprise34.com,2024-01-22
195,Customer 00195 Inc,gold,APAC,user_195@enterprise35.com,2024-08-13
196,Customer 00196 Inc,PLATINUM,LATAM,,2024-12-14
197, Customer 00197 Inc ,Standard,NORTH_AMERICA,user_197@enterprise37.com,2024-06-09
198,Customer 00198 Inc,SILVER,EMEA,user_198@enterprise38.com,2024-07-16
199,Customer 00199 Inc, GOLD,APAC,user_199@enterprise39.com,2024-06-09
200,Customer 00200 Inc,Platinum,LATAM,user_200@enterprise0.com,2024-06-14
201, Customer 00201 Inc ,STANDARD,NORTH_AMERICA,user_201@enterprise1.com,2024-03-25
202,Customer 00202 Inc,SILVER,EMEA,user_202@enterprise2.com,2024-03-03
203,Customer 00203 Inc,Gold ,APAC,user_203@enterprise3.com,2024-11-18
204,Customer 00204 Inc, PLATINUM ,LATAM,user_204@enterprise4.com,2024-05-22
205,Customer 00205 Inc, STANDARD ,NORTH_AMERICA,user_205@enterprise5.com,2024-01-07
206, Customer 00206 Inc ,Silver,EMEA,user_206@enterprise6.com,2024-10-11
207, Customer 00207 Inc ,GOLD,APAC,user_207@enterprise7.com,2024-11-16
208,Customer 00208 Inc, PLATINUM ,LATAM,user_208@enterprise8.com,2024-02-11
209,Customer 00209 Inc,standard,NORTH_AMERICA,user_209@enterprise9.com,2024-12-05
210,Customer 00210 Inc,SILVER,EMEA,user_210@enterprise10.com,2024-08-01
211,Customer 00211 Inc, GOLD,APAC,user_211@enterprise11.com,2024-05-22
212,Customer 00212 Inc,PLATINUM,LATAM,user_212@enterprise12.com,2024-04-20
213,Customer 00213 Inc,Standard,NORTH_AMERICA,user_213@enterprise13.com,2024-06-15
214,Customer 00214 Inc,silver,EMEA,user_214@enterprise14.com,2024-04-06
215,Customer 00215 Inc,GOLD,APAC,user_215@enterprise15.com,2024-02-08
216,Customer 00216 Inc,platinum,LATAM,user_216@enterprise16.com,2024-07-17
217,Customer 00217 Inc,STANDARD,NORTH_AMERICA,user_217@enterprise17.com,2024-05-12
218,Customer 00218 Inc, SILVER,EMEA,user_218@enterprise18.com,2024-12-24
219,Customer 00219 Inc,gold,APAC,user_219@enterprise19.com,2024-02-28
220,Customer 00220 Inc,platinum,LATAM,user_220@enterprise20.com,2024-02-06
221,Customer 00221 Inc,Standard,NORTH_AMERICA,user_221@enterprise21.com,2024-01-24
222,Customer 00222 Inc,SILVER,EMEA,user_222@enterprise22.com,2024-07-24
223,Customer 00223 Inc,gold,APAC,user_223@enterprise23.com,2024-02-09
224,Customer 00224 Inc,PLATINUM,LATAM,user_224@enterprise24.com,2024-04-28
225,Customer 00225 Inc,standard,NORTH_AMERICA,user_225@enterprise25.com,2024-09-23
226, Customer 00226 Inc ,Silver,EMEA,user_226@enterprise26.com,2024-07-25
227,Customer 00227 Inc,gold,APAC,user_227@enterprise27.com,2024-06-04
228,Customer 00228 Inc,platinum,LATAM,user_228@enterprise28.com,2024-06-22
229,Customer 00229 Inc,STANDARD,NORTH_AMERICA,user_229@enterprise29.com,2024-09-05
230, Customer 00230 Inc ,Silver,EMEA,user_230@enterprise30.com,2024-08-23
231,Customer 00231 Inc, GOLD,APAC,user_231@enterprise31.com,2024-12-16
232, Customer 00232 Inc ,PLATINUM,LATAM,user_232@enterprise32.com,2024-09-13
233, Customer 00233 Inc ,Standard,NORTH_AMERICA,user_233@enterprise33.com,2024-02-11
234,Customer 00234 Inc, SILVER,EMEA,user_234@enterprise34.com,2024-05-12
235, Customer 00235 Inc ,GOLD,APAC,user_235@enterprise35.com,2024-05-15
236,Customer 00236 Inc,PLATINUM,LATAM,user_236@enterprise36.com,2024-05-09
237,Customer 00237 Inc,STANDARD,NORTH_AMERICA,user_237@enterprise37.com,2024-08-20
238, Customer 00238 Inc ,Silver,EMEA,user_238@enterprise38.com,2024-11-30
239,Customer 00239 Inc,gold,APAC,user_239@enterprise39.com,2024-04-29
240,Customer 00240 Inc,Platinum,LATAM,user_240@enterprise0.com,2024-02-01
241,Customer 00241 Inc,Standard,NORTH_AMERICA,user_241@enterprise1.com,2024-03-09
242, Customer 00242 Inc ,silver,EMEA,user_242@enterprise2.com,2024-04-28
243,Customer 00243 Inc,GOLD,APAC,user_243@enterprise3.com,2024-09-09
244, Customer 00244 Inc ,PLATINUM,LATAM,user_244@enterprise4.com,2024-08-07
245,Customer 00245 Inc,Standard,NORTH_AMERICA,user_245@enterprise5.com,2024-01-30
246,Customer 00246 Inc,silver,EMEA,user_246@enterprise6.com,2024-06-19
247,Customer 00247 Inc,gold,APAC,user_247@enterprise7.com,2024-09-18
248,Customer 00248 Inc,Platinum,LATAM,user_248@enterprise8.com,2024-10-04
249,Customer 00249 Inc,STANDARD,NORTH_AMERICA,user_249@enterprise9.com,2024-11-09
250,Customer 00250 Inc,Silver,EMEA,user_250@enterprise10.com,2024-08-24
251,Customer 00251 Inc,Gold ,APAC,user_251@enterprise11.com,2024-06-21
252,Customer 00252 Inc,Platinum,LATAM,user_252@enterprise12.com,2024-11-09
253,Customer 00253 Inc,STANDARD,NORTH_AMERICA,,2024-06-16
254, Customer 00254 Inc , SILVER,EMEA,,2024-10-07
255,Customer 00255 Inc,gold,APAC,user_255@enterprise15.com,2024-09-16
256, Customer 00256 Inc ,platinum,LATAM,user_256@enterprise16.com,2024-02-06
257,Customer 00257 Inc,STANDARD,NORTH_AMERICA,user_257@enterprise17.com,2024-03-15
258,Customer 00258 Inc, SILVER,EMEA,user_258@enterprise18.com,2024-10-31
259,Customer 00259 Inc, GOLD,APAC,user_259@enterprise19.com,2024-10-10
260,Customer 00260 Inc, PLATINUM ,LATAM,user_260@enterprise20.com,2024-01-02
261,Customer 00261 Inc,STANDARD,NORTH_AMERICA,,2024-09-03
262,Customer 00262 Inc,Silver,EMEA,user_262@enterprise22.com,2024-08-26
263,Customer 00263 Inc, GOLD,APAC,user_263@enterprise23.com,2024-02-13
264,Customer 00264 Inc,Platinum,LATAM,user_264@enterprise24.com,2024-08-03
265,Customer 00265 Inc,Standard,NORTH_AMERICA,user_265@enterprise25.com,2024-06-13
266,Customer 00266 Inc,silver,EMEA,user_266@enterprise26.com,2024-12-09
267, Customer 00267 Inc ,gold,APAC,user_267@enterprise27.com,2024-12-26
268,Customer 00268 Inc,PLATINUM,LATAM,user_268@enterprise28.com,2024-08-04
269,Customer 00269 Inc,Standard,NORTH_AMERICA,user_269@enterprise29.com,2024-03-15
270,Customer 00270 Inc,SILVER,EMEA,user_270@enterprise30.com,2024-07-16
271,Customer 00271 Inc,Gold ,APAC,user_271@enterprise31.com,2024-08-18
272,Customer 00272 Inc,PLATINUM,LATAM,user_272@enterprise32.com,2024-10-27
273, Customer 00273 Inc ,STANDARD,NORTH_AMERICA,user_273@enterprise33.com,2024-10-26
274,Customer 00274 Inc,silver,EMEA,user_274@enterprise34.com,2024-02-27
275, Customer 00275 Inc , GOLD,APAC,user_275@enterprise35.com,2024-07-29
276,Customer 00276 Inc,PLATINUM,LATAM,user_276@enterprise36.com,2024-05-04
277,Customer 00277 Inc,Standard,NORTH_AMERICA,user_277@enterprise37.com,2024-02-02
278,Customer 00278 Inc,Silver,EMEA,user_278@enterprise38.com,2024-04-05
279, Customer 00279 Inc ,GOLD,APAC,user_279@enterprise39.com,2024-06-14
280, Customer 00280 Inc ,platinum,LATAM,user_280@enterprise0.com,2024-11-10
281, Customer 00281 Inc ,Standard,NORTH_AMERICA,user_281@enterprise1.com,2024-12-19
282,Customer 00282 Inc,SILVER,EMEA,user_282@enterprise2.com,2024-08-23
283,Customer 00283 Inc,Gold ,APAC,user_283@enterprise3.com,2024-09-17
284, Customer 00284 Inc ,platinum,LATAM,user_284@enterprise4.com,2024-02-16
285,Customer 00285 Inc,standard,NORTH_AMERICA,user_285@enterprise5.com,2024-10-31
286,Customer 00286 Inc, SILVER,EMEA,user_286@enterprise6.com,2024-09-21
287,Customer 00287 Inc,gold,APAC,user_287@enterprise7.com,2024-08-29
288,Customer 00288 Inc,PLATINUM,LATAM,user_288@enterprise8.com,2024-03-22
289, Customer 00289 Inc ,Standard,NORTH_AMERICA,user_289@enterprise9.com,2024-10-31
290,Customer 00290 Inc, SILVER,EMEA,user_290@enterprise10.com,2024-10-30
291,Customer 00291 Inc,GOLD,APAC,user_291@enterprise11.com,2024-01-24
292, Customer 00292 Inc , PLATINUM ,LATAM,user_292@enterprise12.com,2024-10-03
293,Customer 00293 Inc,standard,NORTH_AMERICA,user_293@enterprise13.com,2024-07-20
294,Customer 00294 Inc,Silver,EMEA,user_294@enterprise14.com,2024-03-03
295, Customer 00295 Inc ,Gold ,APAC,user_295@enterprise15.com,2024-04-03
296,Customer 00296 Inc,platinum,LATAM,user_296@enterprise16.com,2024-01-22
297, Customer 00297 Inc ,standard,NORTH_AMERICA,user_297@enterprise17.com,2024-09-26
298,Customer 00298 Inc, SILVER,EMEA,user_298@enterprise18.com,2024-11-21
299,Customer 00299 Inc,GOLD,APAC,user_299@enterprise19.com,2024-10-24
300, Customer 00300 Inc ,PLATINUM,LATAM,user_300@enterprise20.com,2024-05-22
301,Customer 00301 Inc,STANDARD,NORTH_AMERICA,user_301@enterprise21.com,2024-04-09
302,Customer 00302 Inc,SILVER,EMEA,user_302@enterprise22.com,2024-08-13
303, Customer 00303 Inc ,gold,APAC,user_303@enterprise23.com,2024-09-27
304,Customer 00304 Inc,PLATINUM,LATAM,user_304@enterprise24.com,2024-02-26
305,Customer 00305 Inc,Standard,NORTH_AMERICA,user_305@enterprise25.com,2024-09-09
306,Customer 00306 Inc,Silver,EMEA,user_306@enterprise26.com,2024-01-11
307,Customer 00307 Inc,gold,APAC,user_307@enterprise27.com,2024-12-23
308,Customer 00308 Inc,Platinum,LATAM,user_308@enterprise28.com,2024-06-07
309,Customer 00309 Inc, STANDARD ,NORTH_AMERICA,user_309@enterprise29.com,2024-01-27
310,Customer 00310 Inc,Silver,EMEA,user_310@enterprise30.com,2024-10-24
311,Customer 00311 Inc,GOLD,APAC,user_311@enterprise31.com,2024-09-03
312,Customer 00312 Inc,PLATINUM,LATAM,user_312@enterprise32.com,2024-10-12
313,Customer 00313 Inc,STANDARD,NORTH_AMERICA,user_313@enterprise33.com,2024-06-17
314,Customer 00314 Inc,silver,EMEA,,2024-02-24
315,Customer 00315 Inc,gold,APAC,user_315@enterprise35.com,2024-06-11
316,Customer 00316 Inc,platinum,LATAM,user_316@enterprise36.com,2024-10-30
317,Customer 00317 Inc, STANDARD ,NORTH_AMERICA,user_317@enterprise37.com,2024-01-19
318, Customer 00318 Inc , SILVER,EMEA,user_318@enterprise38.com,2024-04-16
319,Customer 00319 Inc,GOLD,APAC,user_319@enterprise39.com,2024-04-03
320,Customer 00320 Inc, PLATINUM ,LATAM,user_320@enterprise0.com,2024-10-17
321,Customer 00321 Inc,standard,NORTH_AMERICA,user_321@enterprise1.com,2024-01-17
322,Customer 00322 Inc, SILVER,EMEA,user_322@enterprise2.com,2024-11-26
323,Customer 00323 Inc,Gold ,APAC,user_323@enterprise3.com,2024-01-01
324, Customer 00324 Inc , PLATINUM ,LATAM,user_324@enterprise4.com,2024-12-12
325, Customer 00325 Inc ,Standard,NORTH_AMERICA,user_325@enterprise5.com,2024-02-14
