order_id,line_number,part_id,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commit_date
1024,4,221,4,203.88,0.1,0.08,N,O,2025-07-07,2025-07-06
1024,5,177,3,362.67,0.02,0.08,N,O,2025-06-27,2025-07-06
1025,1,150,3,243.87,0.1,0.08,N,F,2025-07-01,2025-07-06
1025,2,174,17,2228.87,0.0,0.08,N,F,2025-07-02,2025-07-06
1026,1,140,4,552.76,0.1,0.08,N,O,2025-02-21,2025-02-23
1026,2,290,3,317.91,0.02,0.08,N,O,2025-02-16,2025-02-23
1026,3,152,10,574.6,0.1,0.08,N,O,2025-02-16,2025-02-23
1026,4,254,19,2473.99,0.02,0.08,N,O,2025-02-22,2025-02-23
1027,1,214,3,325.14,0.02,0.08,N,F,2025-03-21,2025-03-22
1027,2,245,16,2597.76,0.0,0.08,N,F,2025-03-24,2025-03-22
1028,1,200,20,2758.8,0.02,0.08,N,O,2025-06-22,2025-06-25
1028,2,163,6,563.76,0.1,0.08,N,O,2025-06-23,2025-06-25
1028,3,198,6,908.94,0.0,0.08,N,O,2025-06-22,2025-06-25
1029,1,170,18,2799.0,0.0,0.08,N,F,2025-07-10,2025-07-08
1029,2,155,16,2453.92,0.0,0.08,N,F,2025-07-04,2025-07-08
1030,1,142,9,818.73,0.0,0.08,N,O,2025-02-04,2025-02-06
1030,2,106,3,506.46,0.1,0.08,N,O,2025-02-03,2025-02-06
1030,3,187,13,2238.86,0.1,0.08,N,O,2025-01-28,2025-02-06
1030,4,102,9,1337.94,0.02,0.08,N,O,2025-02-02,2025-02-06
1031,1,117,3,381.33,0.02,0.08,N,O,2025-07-03,2025-07-01
1031,2,212,5,792.05,0.05,0.08,N,O,2025-07-05,2025-07-01
1031,3,141,6,965.16,0.0,0.08,N,O,2025-06-24,2025-07-01
1031,4,175,4,163.8,0.1,0.08,N,O,2025-06-24,2025-07-01
1032,1,139,15,1783.95,0.02,0.08,N,O,2025-02-01,2025-01-30
1032,2,108,18,572.22,0.0,0.08,N,O,2025-02-03,2025-01-30
1032,3,262,17,941.12,0.0,0.08,N,O,2025-01-27,2025-01-30
1033,1,253,1,71.2,0.1,0.08,N,O,2025-07-09,2025-07-06
1034,1,151,3,193.11,0.0,0.08,N,O,2025-02-22,2025-03-03
1034,2,186,7,1092.0,0.0,0.08,N,O,2025-02-25,2025-03-03
1035,1,111,14,1140.86,0.05,0.08,N,O,2025-06-26,2025-06-30
1035,2,243,7,428.12,0.1,0.08,N,O,2025-06-27,2025-06-30
1036,1,191,11,1428.02,0.1,0.08,N,F,2025-02-11,2025-02-10
1037,1,268,9,1553.58,0.05,0.08,N,F,2025-02-25,2025-03-06
1038,1,227,4,649.4,0.02,0.08,N,O,2025-03-02,2025-03-07
1038,2,124,20,2635.6,0.1,0.08,N,O,2025-03-08,2025-03-07
1038,3,297,5,748.3,0.05,0.08,N,O,2025-03-11,2025-03-07
1038,4,270,16,1484.32,0.0,0.08,N,O,2025-03-07,2025-03-07
1038,5,249,15,2108.25,0.02,0.08,N,O,2025-03-06,2025-03-07
1039,1,257,4,475.04,0.1,0.08,N,F,2025-06-13,2025-06-10
1040,1,227,10,1327.1,0.1,0.08,N,F,2025-01-25,2025-01-31
1040,2,160,20,4203.0,0.1,0.08,N,F,2025-02-02,2025-01-31
1040,3,134,9,420.57,0.0,0.08,N,F,2025-01-30,2025-01-31
1041,1,287,11,381.26,0.02,0.08,N,F,2025-04-26,2025-04-27
1041,2,270,8,995.44,0.02,0.08,N,F,2025-04-27,2025-04-27
1042,1,261,1,140.7,0.1,0.08,N,F,2025-05-16,2025-05-24
1042,2,113,5,840.75,0.02,0.08,N,F,2025-05-16,2025-05-24
1042,3,240,7,446.88,0.0,0.08,N,F,2025-05-21,2025-05-24
1042,4,179,6,837.54,0.02,0.08,N,F,2025-05-21,2025-05-24
1043,1,214,7,614.46,0.1,0.08,N,O,2025-03-07,2025-03-15
1043,2,192,13,458.77,0.1,0.08,N,O,2025-03-13,2025-03-15
1043,3,208,17,1312.57,0.1,0.08,N,O,2025-03-18,2025-03-15
1043,4,139,16,1639.2,0.1,0.08,N,O,2025-03-12,2025-03-15
1043,5,121,10,1142.8,0.02,0.08,N,O,2025-03-14,2025-03-15
1044,1,216,10,1097.3,0.1,0.08,N,O,2025-03-09,2025-03-17
1044,2,185,5,680.7,0.02,0.08,N,O,2025-03-10,2025-03-17
1044,3,148,1,101.09,0.05,0.08,N,O,2025-03-15,2025-03-17
1045,1,198,16,2083.36,0.0,0.08,N,O,2025-04-21,2025-04-24
1045,2,109,4,155.8,0.02,0.08,N,O,2025-04-18,2025-04-24
1045,3,295,14,1986.46,0.05,0.08,N,O,2025-04-23,2025-04-24
1046,1,266,13,1563.51,0.02,0.08,N,O,2025-05-10,2025-05-16
1047,1,278,5,255.1,0.1,0.08,N,O,2025-01-20,2025-01-19
1048,1,248,6,774.18,0.0,0.08,N,F,2025-02-18,2025-02-17
1048,2,198,13,1974.7,0.0,0.08,N,F,2025-02-16,2025-02-17
1048,3,208,6,501.18,0.05,0.08,N,F,2025-02-19,2025-02-17
1048,4,236,13,2175.68,0.1,0.08,N,F,2025-02-20,2025-02-17
1048,5,286,3,185.43,0.05,0.08,N,F,2025-02-21,2025-02-17
1049,1,101,6,1223.34,0.0,0.08,N,O,2025-02-25,2025-03-05
1049,2,117,14,1763.72,0.05,0.08,N,O,2025-03-07,2025-03-05
1049,3,210,6,342.96,0.02,0.08,N,O,2025-03-07,2025-03-05
1050,1,228,4,409.76,0.02,0.08,N,O,2025-02-07,2025-02-14
1050,2,151,2,173.74,0.02,0.08,N,O,2025-02-09,2025-02-14
1051,1,127,6,188.46,0.0,0.08,N,O,2025-04-22,2025-04-25
1051,2,131,9,1199.34,0.0,0.08,N,O,2025-04-25,2025-04-25
1051,3,160,16,2811.52,0.0,0.08,N,O,2025-04-16,2025-04-25
1051,4,115,9,363.6,0.0,0.08,N,O,2025-04-26,2025-04-25
1051,5,249,2,248.54,0.0,0.08,N,O,2025-04-22,2025-04-25
1052,1,293,11,1482.47,0.05,0.08,N,O,2025-06-10,2025-06-14
1052,2,274,11,363.22,0.02,0.08,N,O,2025-06-10,2025-06-14
1052,3,270,13,1380.47,0.0,0.08,N,O,2025-06-10,2025-06-14
1052,4,184,4,214.96,0.1,0.08,N,O,2025-06-16,2025-06-14
1053,1,235,9,881.19,0.02,0.08,N,O,2025-02-11,2025-02-15
1054,1,269,7,368.06,0.05,0.08,N,O,2025-04-27,2025-05-06
1054,2,262,12,721.08,0.05,0.08,N,O,2025-05-07,2025-05-06
1054,3,213,8,674.32,0.1,0.08,N,O,2025-05-08,2025-05-06
1054,4,256,3,328.53,0.1,0.08,N,O,2025-05-07,2025-05-06
1055,1,282,5,511.55,0.0,0.08,N,O,2025-04-12,2025-04-19
1055,2,227,3,415.41,0.1,0.08,N,O,2025-04-12,2025-04-19
1056,1,161,8,436.8,0.0,0.08,N,O,2025-04-27,2025-05-05
1056,2,211,1,159.69,0.05,0.08,N,O,2025-05-10,2025-05-05
1056,3,198,9,1129.05,0.05,0.08,N,O,2025-05-06,2025-05-05
1056,4,221,4,232.36,0.1,0.08,N,O,2025-04-27,2025-05-05
1056,5,277,11,1061.61,0.0,0.08,N,O,2025-05-06,2025-05-05
1057,1,211,8,1313.6,0.0,0.08,N,O,2025-04-12,2025-04-17
1057,2,122,4,142.08,0.02,0.08,N,O,2025-04-19,2025-04-17
1057,3,129,19,2939.49,0.05,0.08,N,O,2025-04-14,2025-04-17
1057,4,247,1,157.34,0.02,0.08,N,O,2025-04-21,2025-04-17
1057,5,199,14,319.48,0.05,0.08,N,O,2025-04-20,2025-04-17
1058,1,251,8,1113.92,0.0,0.08,N,O,2025-07-02,2025-07-03
1058,2,217,11,581.57,0.05,0.08,N,O,2025-07-07,2025-07-03
1058,3,156,16,2625.44,0.02,0.08,N,O,2025-07-03,2025-07-03
1058,4,172,5,839.7,0.0,0.08,N,O,2025-07-03,2025-07-03
1058,5,181,10,1812.2,0.0,0.08,N,O,2025-06-28,2025-07-03
1059,1,226,10,958.2,0.1,0.08,N,O,2025-07-01,2025-07-10
1059,2,185,5,708.2,0.02,0.08,N,O,2025-07-14,2025-07-10
1060,1,286,13,873.08,0.02,0.08,N,F,2025-02-28,2025-03-09
1060,2,186,14,2182.32,0.05,0.08,N,F,2025-03-12,2025-03-09
1060,3,118,17,3339.48,0.05,0.08,N,F,2025-03-11,2025-03-09
1060,4,279,18,1065.6,0.02,0.08,N,F,2025-03-05,2025-03-09
1061,1,217,6,378.78,0.1,0.08,N,O,2025-06-10,2025-06-08
1061,2,223,10,422.0,0.02,0.08,N,O,2025-06-02,2025-06-08
1061,3,291,7,739.06,0.0,0.08,N,O,2025-06-04,2025-06-08
1062,1,196,14,2718.24,0.02,0.08,N,O,2025-06-12,2025-06-07
1062,2,114,4,571.0,0.1,0.08,N,O,2025-05-31,2025-06-07
1063,1,138,13,369.59,0.0,0.08,N,O,2025-02-04,2025-02-10
1063,2,201,16,1416.8,0.02,0.08,N,O,2025-02-11,2025-02-10
1063,3,290,13,1593.28,0.0,0.08,N,O,2025-02-13,2025-02-10
1063,4,218,13,1564.29,0.1,0.08,N,O,2025-02-06,2025-02-10
1064,1,225,17,1456.22,0.1,0.08,N,F,2025-02-05,2025-02-10
1065,1,265,14,973.28,0.02,0.08,N,O,2025-06-03,2025-06-11
1065,2,183,3,227.13,0.02,0.08,N,O,2025-06-08,2025-06-11
1065,3,279,1,59.2,0.1,0.08,N,O,2025-06-03,2025-06-11
1065,4,232,19,3486.88,0.0,0.08,N,O,2025-06-14,2025-06-11
1066,1,277,6,409.26,0.1,0.08,N,F,2025-03-08,2025-03-05
1066,2,110,5,198.75,0.02,0.08,N,F,2025-02-25,2025-03-05
1066,3,292,2,301.56,0.0,0.08,N,F,2025-03-04,2025-03-05
1066,4,239,6,424.26,0.0,0.08,N,F,2025-02-27,2025-03-05
1066,5,232,10,1919.3,0.1,0.08,N,F,2025-02-26,2025-03-05
1067,1,230,7,1181.39,0.0,0.08,N,O,2025-05-18,2025-05-24
1067,2,109,7,245.77,0.02,0.08,N,O,2025-05-17,2025-05-24
1067,3,254,18,1783.08,0.05,0.08,N,O,2025-05-19,2025-05-24
1067,4,132,20,722.8,0.05,0.08,N,O,2025-05-19,2025-05-24
1067,5,197,6,965.64,0.0,0.08,N,O,2025-05-19,2025-05-24
1068,1,237,7,486.78,0.05,0.08,N,O,2025-07-04,2025-07-03
1068,2,278,7,426.23,0.02,0.08,N,O,2025-06-30,2025-07-03
1069,1,106,20,2891.0,0.05,0.08,N,O,2025-02-11,2025-02-19
1069,2,236,4,693.96,0.1,0.08,N,O,2025-02-11,2025-02-19
1069,3,184,3,189.03,0.05,0.08,N,O,2025-02-22,2025-02-19
1069,4,169,5,849.0,0.02,0.08,N,O,2025-02-14,2025-02-19
1070,1,196,4,805.68,0.0,0.08,N,O,2025-01-06,2025-01-13
1070,2,234,10,1037.3,0.1,0.08,N,O,2025-01-05,2025-01-13
1071,1,172,18,2514.6,0.0,0.08,N,O,2025-05-31,2025-05-26
1071,2,112,6,827.4,0.1,0.08,N,O,2025-05-19,2025-05-26
1071,3,188,18,1662.3,0.1,0.08,N,O,2025-05-24,2025-05-26
1071,4,251,5,744.65,0.02,0.08,N,O,2025-05-27,2025-05-26
1071,5,132,5,177.55,0.05,0.08,N,O,2025-05-17,2025-05-26
1072,1,273,20,636.2,0.1,0.08,N,O,2025-06-16,2025-06-23
1072,2,212,12,2144.88,0.05,0.08,N,O,2025-06-18,2025-06-23
1073,1,178,14,2203.6,0.0,0.08,N,O,2025-05-25,2025-05-24
1074,1,123,6,606.06,0.0,0.08,N,O,2025-02-02,2025-01-31
1074,2,173,18,3158.64,0.0,0.08,N,O,2025-01-28,2025-01-31
1075,1,231,18,851.58,0.1,0.08,N,O,2025-06-24,2025-07-03
1075,2,257,7,1040.55,0.0,0.08,N,O,2025-07-05,2025-07-03
1075,3,208,18,1462.14,0.02,0.08,N,O,2025-07-05,2025-07-03
1075,4,269,17,1185.58,0.0,0.08,N,O,2025-07-03,2025-07-03
1076,1,157,6,285.66,0.02,0.08,N,O,2025-05-04,2025-05-05
1076,2,190,2,343.1,0.1,0.08,N,O,2025-04-28,2025-05-05
1076,3,195,4,637.84,0.02,0.08,N,O,2025-05-09,2025-05-05
1076,4,238,4,398.12,0.1,0.08,N,O,2025-04-30,2025-05-05
1076,5,167,7,648.27,0.1,0.08,N,O,2025-04-29,2025-05-05
1077,1,224,2,316.96,0.1,0.08,N,O,2025-03-26,2025-03-30
1077,2,176,12,1745.16,0.05,0.08,N,O,2025-04-04,2025-03-30
1077,3,284,6,387.06,0.0,0.08,N,O,2025-03-22,2025-03-30
1077,4,210,16,923.2,0.02,0.08,N,O,2025-03-27,2025-03-30
1077,5,131,16,2075.2,0.05,0.08,N,O,2025-03-24,2025-03-30
1078,1,193,14,2951.9,0.05,0.08,N,O,2025-05-03,2025-05-11
1078,2,212,15,2088.75,0.05,0.08,N,O,2025-05-13,2025-05-11
1078,3,211,1,173.86,0.02,0.08,N,O,2025-05-03,2025-05-11
1079,1,201,14,1468.88,0.0,0.08,N,F,2025-02-21,2025-02-28
1079,2,222,9,300.78,0.1,0.08,N,F,2025-02-27,2025-02-28
1080,1,133,4,472.72,0.0,0.08,N,O,2025-03-28,2025-04-04
1080,2,139,12,1510.08,0.02,0.08,N,O,2025-03-26,2025-04-04
1080,3,273,11,351.45,0.0,0.08,N,O,2025-04-01,2025-04-04
1080,4,222,10,358.9,0.0,0.08,N,O,2025-04-07,2025-04-04
1081,1,286,17,1087.83,0.05,0.08,N,O,2025-05-03,2025-04-30
1081,2,129,9,1748.34,0.02,0.08,N,O,2025-05-01,2025-04-30
1082,1,279,17,1094.63,0.02,0.08,N,O,2025-05-04,2025-04-30
1083,1,109,9,436.5,0.02,0.08,R,F,2025-03-07,2025-03-10
1083,2,151,3,271.14,0.1,0.08,N,F,2025-03-07,2025-03-10
1083,3,279,8,440.72,0.1,0.08,N,F,2025-03-08,2025-03-10
1083,4,209,2,50.02,0.05,0.08,N,F,2025-03-06,2025-03-10
1084,1,112,6,731.94,0.0,0.08,N,F,2025-04-11,2025-04-10
1084,2,154,10,1651.8,0.0,0.08,N,F,2025-04-07,2025-04-10
1084,3,225,12,1076.64,0.0,0.08,N,F,2025-04-02,2025-04-10
1085,1,289,12,1460.04,0.05,0.08,N,O,2025-06-28,2025-07-04
1085,2,266,9,824.76,0.1,0.08,N,O,2025-06-26,2025-07-04
1085,3,127,5,196.95,0.0,0.08,N,O,2025-06-25,2025-07-04
1086,1,239,20,1369.0,0.1,0.08,N,F,2025-03-04,2025-03-01
1087,1,207,18,1130.22,0.05,0.08,N,F,2025-02-24,2025-02-19
1087,2,261,4,784.48,0.0,0.08,N,F,2025-02-17,2025-02-19
1088,1,170,5,776.75,0.0,0.08,N,F,2025-05-22,2025-05-19
1088,2,148,13,1616.55,0.0,0.08,N,F,2025-05-12,2025-05-19
1088,3,230,13,2094.69,0.1,0.08,N,F,2025-05-16,2025-05-19
1088,4,152,6,286.02,0.02,0.08,N,F,2025-05-19,2025-05-19
1088,5,231,15,660.15,0.05,0.08,N,F,2025-05-14,2025-05-19
1089,1,143,8,787.44,0.02,0.08,N,O,2025-03-22,2025-03-27
1090,1,169,2,313.54,0.02,0.08,N,O,2025-06-27,2025-06-23
1090,2,153,18,2484.9,0.05,0.08,N,O,2025-06-24,2025-06-23
1091,1,167,5,553.25,0.05,0.08,N,O,2025-03-31,2025-04-04
1091,2,114,1,170.16,0.02,0.08,N,O,2025-04-06,2025-04-04
1091,3,171,6,718.38,0.0,0.08,N,O,2025-04-03,2025-04-04
1091,4,268,19,2627.7,0.1,0.08,N,O,2025-04-05,2025-04-04
1091,5,165,20,3152.2,0.1,0.08,N,O,2025-03-29,2025-04-04
1092,1,261,13,1906.58,0.02,0.08,N,F,2025-04-06,2025-04-04
1092,2,194,5,192.1,0.0,0.08,N,F,2025-04-02,2025-04-04
1092,3,147,6,886.38,0.1,0.08,N,F,2025-04-06,2025-04-04
1092,4,172,1,142.02,0.02,0.08,N,F,2025-04-08,2025-04-04
1092,5,255,7,748.86,0.0,0.08,N,F,2025-04-01,2025-04-04
1093,1,135,1,187.33,0.1,0.08,R,F,2025-06-22,2025-06-25
1093,2,103,2,63.32,0.0,0.08,N,F,2025-06-20,2025-06-25
1093,3,260,20,1755.8,0.0,0.08,N,F,2025-06-28,2025-06-25
1093,4,288,11,1883.53,0.0,0.08,N,F,2025-06-19,2025-06-25
1093,5,294,19,723.33,0.02,0.08,N,F,2025-06-20,2025-06-25
1094,1,277,9,796.77,0.0,0.08,N,F,2025-02-10,2025-02-19
1094,2,126,18,2249.64,0.1,0.08,R,F,2025-02-12,2025-02-19
1094,3,157,1,50.95,0.1,0.08,N,F,2025-02-12,2025-02-19
1094,4,173,8,1400.16,0.1,0.08,N,F,2025-02-20,2025-02-19
1094,5,128,16,757.6,0.0,0.08,N,F,2025-02-13,2025-02-19
1095,1,185,4,475.6,0.0,0.08,R,F,2025-03-29,2025-03-24
1095,2,138,6,184.02,0.05,0.08,N,F,2025-03-24,2025-03-24
1095,3,208,5,426.75,0.05,0.08,N,F,2025-03-24,2025-03-24
1095,4,189,4,649.48,0.1,0.08,N,F,2025-03-25,2025-03-24
1095,5,167,3,382.62,0.02,0.08,N,F,2025-03-27,2025-03-24
1096,1,284,16,1203.52,0.0,0.08,N,O,2025-04-02,2025-04-02
1096,2,209,9,210.06,0.05,0.08,N,O,2025-03-26,2025-04-02
1096,3,146,13,1388.79,0.1,0.08,N,O,2025-03-30,2025-04-02
1096,4,223,14,532.28,0.05,0.08,N,O,2025-03-26,2025-04-02
1097,1,237,18,1497.06,0.02,0.08,N,O,2025-04-16,2025-04-19
1097,2,121,19,2268.41,0.02,0.08,N,O,2025-04-21,2025-04-19
1097,3,122,8,319.84,0.02,0.08,N,O,2025-04-23,2025-04-19
1097,4,104,12,443.4,0.02,0.08,N,O,2025-04-24,2025-04-19
1098,1,299,5,159.4,0.02,0.08,N,O,2025-02-12,2025-02-08
1098,2,241,14,584.5,0.02,0.08,N,O,2025-01-30,2025-02-08
1098,3,291,5,412.15,0.02,0.08,N,O,2025-02-05,2025-02-08
1099,1,279,4,262.52,0.0,0.08,N,O,2025-01-15,2025-01-17
1100,1,193,5,766.1,0.0,0.08,N,F,2025-06-03,2025-06-12
1100,2,206,5,595.25,0.1,0.08,N,F,2025-06-14,2025-06-12
1101,1,213,1,74.26,0.02,0.08,N,O,2025-05-02,2025-05-11
1101,2,264,2,198.78,0.02,0.08,N,O,2025-05-10,2025-05-11
1101,3,141,1,136.52,0.1,0.08,N,O,2025-05-12,2025-05-11
1102,1,178,8,1106.16,0.02,0.08,N,O,2025-05-02,2025-05-07
1102,2,123,17,1589.33,0.02,0.08,N,O,2025-05-09,2025-05-07
1102,3,154,13,2270.84,0.02,0.08,N,O,2025-05-04,2025-05-07
1102,4,147,18,3146.22,0.0,0.08,N,O,2025-05-11,2025-05-07
1102,5,277,15,1254.45,0.1,0.08,N,O,2025-05-11,2025-05-07
1103,1,265,14,931.0,0.0,0.08,N,F,2025-04-10,2025-04-18
1103,2,254,11,1000.56,0.05,0.08,N,F,2025-04-11,2025-04-18
1103,3,116,7,863.03,0.05,0.08,N,F,2025-04-12,2025-04-18
1104,1,121,19,2146.81,0.1,0.08,R,F,2025-06-14,2025-06-23
1104,2,123,10,794.7,0.05,0.08,N,F,2025-06-26,2025-06-23
1104,3,201,17,1437.18,0.1,0.08,N,F,2025-06-25,2025-06-23
1105,1,289,17,1598.68,0.02,0.08,N,O,2025-02-04,2025-02-13
1105,2,250,13,1896.83,0.0,0.08,N,O,2025-02-08,2025-02-13
1105,3,141,5,761.35,0.0,0.08,N,O,2025-02-18,2025-02-13
1105,4,260,3,381.36,0.02,0.08,N,O,2025-02-18,2025-02-13
1106,1,228,17,2113.78,0.05,0.08,N,O,2025-07-02,2025-07-04
1106,2,133,11,1014.97,0.1,0.08,N,O,2025-06-25,2025-07-04
1107,1,256,20,1944.0,0.02,0.08,N,F,2025-07-04,2025-07-04
1107,2,227,4,670.8,0.02,0.08,N,F,2025-07-07,2025-07-04
1108,1,216,11,1106.16,0.05,0.08,N,O,2025-05-24,2025-05-31
1109,1,190,3,442.44,0.1,0.08,N,O,2025-01-23,2025-01-28
1109,2,221,9,541.35,0.1,0.08,N,O,2025-01-29,2025-01-28
1109,3,135,4,852.04,0.1,0.08,N,O,2025-01-19,2025-01-28
1110,1,274,5,135.15,0.05,0.08,N,O,2025-03-21,2025-03-25
1110,2,121,14,1546.58,0.05,0.08,N,O,2025-03-30,2025-03-25
1110,3,274,2,57.92,0.0,0.08,N,O,2025-03-27,2025-03-25
1110,4,162,18,2708.46,0.0,0.08,N,O,2025-03-20,2025-03-25
1110,5,196,6,1118.88,0.0,0.08,N,O,2025-03-19,2025-03-25
1111,1,189,15,2639.7,0.1,0.08,N,O,2025-04-12,2025-04-20
1112,1,201,14,1185.94,0.05,0.08,N,O,2025-01-24,2025-02-01
1113,1,154,16,2272.8,0.1,0.08,N,O,2025-03-24,2025-04-02
1113,2,239,5,427.7,0.02,0.08,N,O,2025-04-03,2025-04-02
1113,3,154,11,1885.29,0.1,0.08,N,O,2025-03-24,2025-04-02
1113,4,192,14,614.74,0.02,0.08,N,O,2025-03-24,2025-04-02
