order_id,cust_id,order_status,total_price,order_date,order_priority
1231,54,P,1770.86,2025-01-25,2-HIGH
1232,54,O,1327.2,2025-01-20,3-MEDIUM
1233,54,O,3274.12,2025-05-12,1-URGENT
1234,55,O,3305.04,2025-06-27,1-URGENT
1235,55,F,3369.18,2025-02-26,2-HIGH
1236,55,P,1210.33,2025-05-08,2-HIGH
1237,55,O,5305.45,2025-02-23,3-MEDIUM
1238,56,F,2191.88,2025-05-23,4-LOW
1239,56,P,6815.02,2025-06-25,3-MEDIUM
1240,56,P,5586.71,2025-06-12,1-URGENT
1241,56,P,3661.76,2025-03-05,2-HIGH
1242,56,P,2560.43,2025-01-08,2-HIGH
1243,57,O,1115.82,2025-05-14,4-LOW
1244,57,O,1394.85,2025-06-05,1-URGENT
1245,57,F,1243.92,2025-06-18,3-MEDIUM
1246,57,O,2172.91,2025-04-24,3-MEDIUM
1247,57,O,2178.27,2025-06-12,3-MEDIUM
1248,57,O,3243.22,2025-06-08,2-HIGH
1249,57,F,1099.17,2025-05-04,4-LOW
1250,58,O,3795.85,2025-06-16,2-HIGH
1251,58,P,4299.98,2025-01-15,4-LOW
1252,59,O,155.12,2025-05-30,4-LOW
1253,59,O,316.52,2025-05-03,1-URGENT
1254,59,P,2538.2,2025-05-05,3-MEDIUM
1255,59,P,9142.32,2025-04-24,2-HIGH
1256,60,O,1001.78,2025-03-23,4-LOW
1257,61,O,6279.05,2025-03-01,2-HIGH
1258,61,O,6397.77,2025-03-10,2-HIGH
1259,62,F,1510.35,2025-01-05,2-HIGH
1260,62,F,3935.86,2025-06-01,4-LOW
1261,62,O,2161.7,2025-02-21,1-URGENT
1262,62,O,2985.89,2025-01-18,3-MEDIUM
1263,62,F,7197.96,2025-05-12,3-MEDIUM
1264,63,F,2445.45,2025-06-16,3-MEDIUM
1265,63,F,2648.07,2025-03-24,4-LOW
1266,63,P,4453.91,2025-01-26,1-URGENT
1267,64,O,1996.66,2025-04-25,4-LOW
1268,65,P,6722.13,2025-01-31,4-LOW
1269,65,P,2238.01,2025-06-29,1-URGENT
1270,65,O,3818.61,2025-02-23,3-MEDIUM
1271,65,P,475.11,2025-05-01,1-URGENT
1272,66,O,7030.7,2025-01-17,1-URGENT
1273,66,F,456.15,2025-02-03,2-HIGH
1274,66,O,3281.99,2025-03-05,2-HIGH
1275,66,O,1004.0,2025-02-03,3-MEDIUM
1276,66,F,8505.19,2025-04-12,3-MEDIUM
1277,66,F,2314.39,2025-05-13,3-MEDIUM
1278,66,P,2731.1,2025-02-16,4-LOW
1279,67,P,1395.35,2025-05-17,3-MEDIUM
1280,68,F,3041.92,2025-05-19,4-LOW
1281,68,F,7563.34,2025-06-02,1-URGENT
1282,68,O,610.0,2025-06-22,3-MEDIUM
1283,69,O,2128.4,2025-03-01,4-LOW
1284,69,F,3794.77,2025-03-29,3-MEDIUM
1285,69,P,4358.06,2025-01-27,3-MEDIUM
1286,69,P,4198.68,2025-03-10,1-URGENT
1287,69,O,5922.42,2025-04-11,1-URGENT
1288,69,P,2423.29,2025-03-06,3-MEDIUM
1289,69,O,1544.68,2025-03-31,2-HIGH
1290,69,P,1641.98,2025-03-20,1-URGENT
1291,70,O,5653.28,2025-04-08,2-HIGH
1292,70,P,4818.41,2025-01-24,1-URGENT
1293,70,P,1756.19,2025-05-07,2-HIGH
1294,71,P,6400.15,2025-04-23,4-LOW
1295,71,P,7105.16,2025-05-10,4-LOW
1296,71,P,1696.17,2025-04-23,4-LOW
1297,71,O,1150.21,2025-06-03,4-LOW
1298,71,F,3522.76,2025-05-19,3-MEDIUM
1299,71,P,3314.35,2025-04-01,2-HIGH
1300,71,F,60.64,2025-04-06,1-URGENT
1301,71,F,2581.03,2025-05-26,3-MEDIUM
1302,72,O,273.74,2025-05-10,2-HIGH
1303,72,F,3446.18,2025-03-21,3-MEDIUM
1304,72,O,1088.79,2025-03-28,2-HIGH
1305,73,P,2921.29,2025-05-14,1-URGENT
1306,73,F,6023.2,2025-04-22,4-LOW
1307,74,P,5163.54,2025-06-25,4-LOW
1308,75,P,1071.26,2025-01-02,2-HIGH
1309,75,F,2434.56,2025-05-27,3-MEDIUM
1310,75,O,1807.81,2025-01-30,2-HIGH
1311,75,O,2447.92,2025-06-27,4-LOW
1312,75,O,3220.26,2025-04-22,3-MEDIUM
1313,76,O,5985.65,2025-03-06,2-HIGH
1314,76,F,251.04,2025-05-21,3-MEDIUM
1315,76,F,1267.21,2025-03-24,3-MEDIUM
1316,76,F,6833.72,2025-05-25,1-URGENT
1317,76,O,2260.9,2025-04-05,1-URGENT
1318,76,O,4736.79,2025-04-29,3-MEDIUM
1319,77,F,4874.73,2025-02-24,4-LOW
1320,77,P,4608.38,2025-06-24,2-HIGH
1321,77,F,2440.11,2025-01-14,3-MEDIUM
1322,77,F,2438.59,2025-02-11,4-LOW
1323,77,O,82.91,2025-05-26,3-MEDIUM
1324,78,P,1833.42,2025-02-08,1-URGENT
1325,78,F,4849.09,2025-04-04,3-MEDIUM
1326,78,P,4364.77,2025-06-27,3-MEDIUM
1327,78,P,265.25,2025-06-20,3-MEDIUM
1328,78,O,2670.07,2025-01-20,2-HIGH
1329,78,P,1894.75,2025-01-20,1-URGENT
1330,78,P,2163.15,2025-05-30,4-LOW
1331,79,O,6030.43,2025-01-21,4-LOW
1332,80,P,3953.92,2025-02-11,4-LOW
1333,80,O,6374.79,2025-06-22,1-URGENT
1334,80,O,2564.09,2025-04-14,4-LOW
1335,80,O,3877.82,2025-01-25,1-URGENT
1336,81,P,7386.57,2025-01-18,3-MEDIUM
1337,81,O,5747.84,2025-04-06,2-HIGH
1338,82,P,4087.37,2025-03-05,4-LOW
1339,82,F,4627.3,2025-02-06,3-MEDIUM
1340,82,F,1864.98,2025-02-19,3-MEDIUM
1341,82,O,2218.51,2025-06-05,4-LOW
1342,83,P,3292.09,2025-04-07,1-URGENT
1343,83,P,995.47,2025-02-08,1-URGENT
1344,83,P,4229.11,2025-04-13,1-URGENT
1345,83,F,6480.78,2025-03-01,2-HIGH
1346,83,O,5733.68,2025-06-09,3-MEDIUM
1347,83,P,2019.74,2025-02-22,2-HIGH
1348,84,F,2827.87,2025-02-16,3-MEDIUM
1349,84,F,221.26,2025-05-26,2-HIGH
1350,84,O,376.14,2025-01-20,3-MEDIUM
1351,84,F,54.21,2025-03-09,4-LOW
1352,85,P,3242.64,2025-03-02,4-LOW
1353,85,F,2576.39,2025-03-14,4-LOW
1354,86,P,3744.43,2025-04-27,4-LOW
1355,86,O,1325.07,2025-04-30,3-MEDIUM
1356,86,O,3174.21,2025-04-02,4-LOW
1357,86,P,2762.25,2025-01-02,3-MEDIUM
1358,86,F,4673.68,2025-04-12,4-LOW
1359,86,F,1795.13,2025-06-24,1-URGENT
1360,87,F,7970.03,2025-06-23,4-LOW
1361,88,P,5249.15,2025-04-27,4-LOW
1362,88,P,4066.44,2025-06-22,1-URGENT
1363,89,P,526.3,2025-04-20,1-URGENT
1364,89,O,3913.39,2025-02-16,2-HIGH
1365,89,F,413.91,2025-04-22,4-LOW
1366,89,F,429.56,2025-03-04,2-HIGH
1367,89,P,1012.8,2025-05-20,3-MEDIUM
1368,89,P,982.26,2025-04-06,1-URGENT
1369,90,O,2746.23,2025-03-23,2-HIGH
1370,90,P,873.29,2025-06-20,2-HIGH
1371,90,F,700.38,2025-06-10,3-MEDIUM
1372,91,O,1069.6,2025-03-03,3-MEDIUM
1373,91,P,258.15,2025-01-22,2-HIGH
1374,91,P,8991.53,2025-03-29,3-MEDIUM
1375,92,O,4162.66,2025-03-03,2-HIGH
1376,92,P,3054.77,2025-06-25,3-MEDIUM
1377,92,O,7944.84,2025-03-29,2-HIGH
1378,92,F,940.7,2025-04-10,3-MEDIUM
1379,92,F,1026.19,2025-06-25,4-LOW
1380,92,O,1585.6,2025-03-12,3-MEDIUM
1381,93,O,4350.46,2025-02-26,2-HIGH
1382,93,F,2323.31,2025-05-05,1-URGENT
1383,93,O,1442.42,2025-05-29,4-LOW
1384,93,F,5761.4,2025-06-07,4-LOW
1385,93,F,5261.04,2025-06-03,4-LOW
1386,93,F,2459.44,2025-04-08,3-MEDIUM
1387,94,O,2951.31,2025-02-28,4-LOW
1388,94,O,417.35,2025-05-21,4-LOW
1389,94,O,3399.8,2025-02-15,1-URGENT
1390,95,O,4057.18,2025-05-27,3-MEDIUM
1391,95,O,6327.88,2025-02-04,1-URGENT
1392,95,F,5389.92,2025-05-08,2-HIGH
1393,95,F,3461.17,2025-02-20,1-URGENT
1394,95,O,3287.47,2025-06-13,1-URGENT
1395,95,F,3167.48,2025-04-01,3-MEDIUM
1396,96,P,6385.11,2025-04-05,1-URGENT
1397,96,F,2196.74,2025-01-12,3-MEDIUM
1398,96,F,4185.77,2025-01-17,2-HIGH
1399,96,P,3124.11,2025-03-26,3-MEDIUM
1400,96,O,8527.82,2025-05-04,3-MEDIUM
1401,97,F,4035.34,2025-03-18,1-URGENT
1402,97,O,1020.46,2025-01-08,3-MEDIUM
1403,97,O,6151.79,2025-04-12,2-HIGH
1404,97,F,188.5,2025-06-28,2-HIGH
1405,97,P,5385.52,2025-06-25,3-MEDIUM
1406,97,F,2935.69,2025-06-06,3-MEDIUM
1407,98,P,2416.61,2025-05-08,2-HIGH
1408,98,F,1202.52,2025-03-21,3-MEDIUM
1409,99,P,4494.0,2025-03-14,3-MEDIUM
1410,99,F,4279.28,2025-02-10,4-LOW
1411,100,P,2716.38,2025-06-18,3-MEDIUM
1412,100,O,821.63,2025-05-12,4-LOW
1413,100,O,8028.2,2025-01-01,1-URGENT
1414,100,P,4114.13,2025-04-17,4-LOW
1415,100,F,5791.54,2025-03-12,4-LOW
1416,100,O,1312.61,2025-06-21,3-MEDIUM
1417,100,F,3967.17,2025-02-09,1-URGENT
1418,101,F,1195.25,2025-01-22,3-MEDIUM
1419,101,F,5342.17,2025-04-10,4-LOW
1420,101,O,208.48,2025-01-02,3-MEDIUM
1421,101,O,6085.1,2025-02-04,4-LOW
1422,101,P,1438.68,2025-05-08,3-MEDIUM
1423,102,P,222.58,2025-02-16,2-HIGH
1424,102,P,2994.44,2025-05-21,3-MEDIUM
1425,103,O,3624.61,2025-01-11,4-LOW
1426,103,P,2558.35,2025-06-24,3-MEDIUM
1427,103,P,4651.67,2025-02-04,4-LOW
1428,103,P,1067.04,2025-03-05,2-HIGH
1429,103,F,1111.34,2025-04-12,2-HIGH
1430,103,O,1064.58,2025-05-13,3-MEDIUM
1431,103,F,4140.96,2025-01-13,3-MEDIUM
1432,103,O,5801.1,2025-02-21,3-MEDIUM
1433,104,F,4775.59,2025-04-14,1-URGENT
1434,104,P,6408.55,2025-03-11,2-HIGH
1435,104,P,4284.19,2025-01-20,1-URGENT
1436,104,P,1118.46,2025-06-24,4-LOW
1437,104,F,1263.36,2025-03-13,4-LOW
1438,105,P,2104.05,2025-01-12,4-LOW
1439,105,O,2531.94,2025-04-20,3-MEDIUM
1440,105,F,3953.09,2025-06-19,4-LOW
1441,105,O,3291.64,2025-05-23,3-MEDIUM
1442,106,P,755.47,2025-03-08,2-HIGH
1443,106,P,1834.12,2025-01-24,1-URGENT
1444,106,P,1604.48,2025-05-13,2-HIGH
1445,106,P,467.27,2025-03-08,3-MEDIUM
1446,106,P,465.63,2025-04-19,1-URGENT
1447,106,F,1684.34,2025-06-13,1-URGENT
1448,107,O,1558.55,2025-05-10,3-MEDIUM
1449,107,O,4066.15,2025-06-09,1-URGENT
1450,108,F,4578.81,2025-05-25,1-URGENT
1451,108,F,370.08,2025-01-05,2-HIGH
1452,108,P,2199.42,2025-05-16,1-URGENT
1453,108,P,1564.05,2025-06-23,3-MEDIUM
1454,108,P,1859.69,2025-02-03,3-MEDIUM
1455,108,P,461.52,2025-02-19,1-URGENT
1456,108,F,266.32,2025-03-16,1-URGENT
1457,109,P,660.88,2025-02-04,4-LOW
1458,109,F,1754.28,2025-03-16,2-HIGH
1459,109,F,4500.08,2025-01-27,1-URGENT
1460,109,F,597.14,2025-05-15,1-URGENT
1461,109,P,3571.89,2025-01-04,2-HIGH
1462,109,O,5704.6,2025-01-15,1-URGENT
1463,110,O,2583.92,2025-03-12,3-MEDIUM
1464,110,F,284.23,2025-06-27,1-URGENT
1465,110,F,5909.11,2025-01-07,4-LOW
1466,110,O,1205.52,2025-05-15,3-MEDIUM
1467,110,F,3394.97,2025-05-16,4-LOW
1468,110,P,4266.04,2025-05-10,3-MEDIUM
1469,110,F,8035.73,2025-05-14,3-MEDIUM
1470,110,O,2804.87,2025-04-12,1-URGENT
1471,111,O,3070.85,2025-01-01,3-MEDIUM
1472,111,O,4516.53,2025-05-21,2-HIGH
1473,111,O,2007.58,2025-03-28,1-URGENT
1474,111,F,2940.67,2025-01-11,1-URGENT
1475,111,P,3324.06,2025-04-07,1-URGENT
1476,112,F,4691.68,2025-06-10,2-HIGH
1477,112,P,2428.18,2025-01-24,4-LOW
1478,112,F,3857.21,2025-03-30,4-LOW
1479,112,P,5915.74,2025-04-25,1-URGENT
1480,112,F,2821.79,2025-05-17,1-URGENT
1481,112,F,4712.57,2025-06-25,4-LOW
1482,112,O,2967.1,2025-05-08,2-HIGH
1483,113,O,4855.14,2025-01-27,3-MEDIUM
1484,113,F,4756.64,2025-01-10,3-MEDIUM
1485,113,O,5277.73,2025-04-13,4-LOW
1486,113,F,7129.63,2025-05-08,2-HIGH
1487,113,O,7010.65,2025-04-03,4-LOW
1488,113,P,1614.29,2025-06-13,2-HIGH
1489,113,O,5475.03,2025-05-27,1-URGENT
1490,113,F,1592.53,2025-05-16,3-MEDIUM
1491,114,O,1678.26,2025-06-06,3-MEDIUM
1492,115,P,1274.08,2025-05-14,3-MEDIUM
1493,115,O,2587.4,2025-01-28,3-MEDIUM
1494,115,O,643.86,2025-04-20,4-LOW
1495,115,O,385.24,2025-06-14,1-URGENT
1496,116,P,611.95,2025-06-28,4-LOW
1497,116,F,6779.63,2025-04-03,2-HIGH
1498,117,F,4325.32,2025-03-23,3-MEDIUM
1499,117,F,5874.21,2025-03-29,4-LOW
1500,117,P,1618.53,2025-02-23,1-URGENT
1501,117,P,1133.5,2025-06-05,2-HIGH
1502,117,P,1589.1,2025-01-03,1-URGENT
1503,117,P,1433.1,2025-05-01,4-LOW
1504,118,O,4167.31,2025-05-03,4-LOW
1505,118,P,244.86,2025-06-18,2-HIGH
1506,118,P,4137.2,2025-04-23,1-URGENT
1507,118,P,5526.46,2025-02-13,1-URGENT
1508,118,O,5322.02,2025-04-17,1-URGENT
1509,118,F,2650.46,2025-05-30,4-LOW
1510,119,P,3525.85,2025-03-25,2-HIGH
1511,119,P,4582.91,2025-06-25,2-HIGH
1512,119,P,4372.6,2025-04-10,1-URGENT
1513,119,F,3545.44,2025-06-06,2-HIGH
1514,119,F,4059.93,2025-01-09,4-LOW
1515,119,P,275.9,2025-06-20,3-MEDIUM
1516,119,P,4997.07,2025-01-06,4-LOW
1517,119,F,3620.94,2025-06-20,3-MEDIUM
1518,120,O,1932.12,2025-05-23,4-LOW
1519,120,O,5422.04,2025-01-22,4-LOW
1520,120,P,4344.73,2025-04-14,4-LOW
1521,120,F,68.84,2025-04-22,1-URGENT
1522,121,F,4227.29,2025-05-22,2-HIGH
1523,121,F,985.84,2025-04-26,1-URGENT
1524,121,O,2399.55,2025-04-03,3-MEDIUM
1525,121,F,2191.15,2025-03-06,4-LOW
1526,121,O,1404.51,2025-04-23,3-MEDIUM
1527,121,F,2071.3,2025-05-31,1-URGENT
1528,121,P,3357.07,2025-01-10,1-URGENT
1529,122,P,6588.15,2025-01-11,3-MEDIUM
1530,122,F,3631.78,2025-04-16,4-LOW
1531,122,P,2565.52,2025-02-16,2-HIGH
1532,123,F,7417.74,2025-06-11,3-MEDIUM
